date,time,team,opponent_team,goals_scored_by_team,home_flag
23/1/2016,15:00,Sunderland,Bournemouth,1,1
23/1/2016,15:00,Watford,Newcastle,1,1
23/1/2016,15:00,West Brom,Aston Villa,0,1
23/1/2016,12:45,Norwich,Liverpool,5,1
18/1/2016,20:00,Swansea,Watford,0,1
17/1/2016,16:15,Stoke,Arsenal,0,1
17/1/2016,14:05,Liverpool,Man Utd,1,1
16/1/2016,17:30,Aston Villa,Leicester,1,1
16/1/2016,15:00,Bournemouth,Norwich,0,1
16/1/2016,15:00,Chelsea,Everton,3,1
16/1/2016,15:00,Man City,Crystal Palace,0,1
16/1/2016,15:00,Newcastle,West Ham,1,1
16/1/2016,15:00,Southampton,West Brom,0,1
16/1/2016,12:45,Spurs,Sunderland,1,1
13/1/2016,20:00,Liverpool,Arsenal,3,1
13/1/2016,20:00,Spurs,Leicester,1,1
13/1/2016,19:45,Chelsea,West Brom,2,1
13/1/2016,19:45,Man City,Everton,0,1
13/1/2016,19:45,Southampton,Watford,0,1
13/1/2016,19:45,Stoke,Norwich,1,1
13/1/2016,19:45,Swansea,Sunderland,4,1
12/1/2016,19:45,Aston Villa,Crystal Palace,0,1
12/1/2016,19:45,Bournemouth,West Ham,3,1
12/1/2016,19:45,Newcastle,Man Utd,3,1
3/1/2016,16:00,Everton,Spurs,1,1
3/1/2016,13:30,Crystal Palace,Chelsea,3,1
2/1/2016,17:30,Watford,Man City,2,1
2/1/2016,15:00,Arsenal,Newcastle,0,1
2/1/2016,15:00,Leicester,Bournemouth,0,1
2/1/2016,15:00,Man Utd,Swansea,1,1
2/1/2016,15:00,Norwich,Southampton,0,1
2/1/2016,15:00,Sunderland,Aston Villa,1,1
2/1/2016,15:00,West Brom,Stoke,1,1
2/1/2016,12:45,West Ham,Liverpool,0,1
30/12/2016,19:45,Sunderland,Liverpool,1,1
29/12/2016,19:45,Leicester,Man City,0,1
28/12/2016,17:30,Arsenal,Bournemouth,0,1
28/12/2016,17:30,Man Utd,Chelsea,0,1
28/12/2016,17:30,West Ham,Southampton,1,1
28/12/2016,15:00,Crystal Palace,Swansea,0,1
28/12/2016,15:00,Everton,Stoke,4,1
28/12/2016,15:00,Norwich,Aston Villa,0,1
28/12/2016,15:00,Watford,Spurs,2,1
28/12/2016,15:00,West Brom,Newcastle,0,1
26/12/2016,19:45,Southampton,Arsenal,0,1
26/12/2016,17:30,Newcastle,Everton,1,1
26/12/2016,15:00,Aston Villa,West Ham,1,1
26/12/2016,15:00,Bournemouth,Crystal Palace,0,1
26/12/2016,15:00,Chelsea,Watford,2,1
26/12/2016,15:00,Liverpool,Leicester,0,1
26/12/2016,15:00,Man City,Sunderland,1,1
26/12/2016,15:00,Swansea,West Brom,0,1
26/12/2016,15:00,Spurs,Norwich,0,1
26/12/2016,12:45,Stoke,Man Utd,0,1
21/12/2016,20:00,Arsenal,Man City,1,1
20/12/2016,16:00,Swansea,West Ham,0,1
20/12/2016,13:30,Watford,Liverpool,0,1
19/12/2016,17:30,Newcastle,Aston Villa,1,1
19/12/2016,15:00,Chelsea,Sunderland,1,1
19/12/2016,15:00,Everton,Leicester,3,1
19/12/2016,15:00,Man Utd,Norwich,2,1
19/12/2016,15:00,Southampton,Spurs,2,1
19/12/2016,15:00,Stoke,Crystal Palace,2,1
19/12/2016,15:00,West Brom,Bournemouth,2,1
14/12/2016,20:00,Leicester,Chelsea,1,1
13/12/2016,16:00,Liverpool,West Brom,2,1
13/12/2016,16:00,Spurs,Newcastle,2,1
13/12/2016,13:30,Aston Villa,Arsenal,2,1
12/12/2016,17:30,Bournemouth,Man Utd,1,1
12/12/2016,15:00,Crystal Palace,Southampton,0,1
12/12/2016,15:00,Man City,Swansea,1,1
12/12/2016,15:00,Sunderland,Watford,1,1
12/12/2016,15:00,West Ham,Stoke,0,1
12/12/2016,12:45,Norwich,Everton,1,1
7/12/2016,20:00,Everton,Crystal Palace,1,1
6/12/2016,16:00,Newcastle,Liverpool,0,1
5/12/2016,17:30,Chelsea,Bournemouth,1,1
5/12/2016,15:00,Arsenal,Sunderland,1,1
5/12/2016,15:00,Man Utd,West Ham,0,1
5/12/2016,15:00,Southampton,Aston Villa,1,1
5/12/2016,15:00,Swansea,Leicester,3,1
5/12/2016,15:00,Watford,Norwich,0,1
5/12/2016,15:00,West Brom,Spurs,1,1
5/12/2016,12:45,Stoke,Man City,0,1
29/11/2016,16:15,Liverpool,Swansea,0,1
29/11/2016,16:15,Norwich,Arsenal,1,1
29/11/2016,14:05,West Ham,West Brom,1,1
29/11/2016,12:00,Spurs,Chelsea,0,1
28/11/2016,17:30,Leicester,Man Utd,1,1
28/11/2016,15:00,Aston Villa,Watford,3,1
28/11/2016,15:00,Bournemouth,Everton,3,1
28/11/2016,15:00,Crystal Palace,Newcastle,1,1
28/11/2016,15:00,Man City,Southampton,1,1
28/11/2016,15:00,Sunderland,Stoke,0,1
23/11/2016,20:00,Crystal Palace,Sunderland,1,1
22/11/2016,16:00,Spurs,West Ham,1,1
21/11/2016,17:30,Man City,Liverpool,4,1
21/11/2016,15:00,Chelsea,Norwich,0,1
21/11/2016,15:00,Everton,Aston Villa,0,1
21/11/2016,15:00,Newcastle,Leicester,3,1
21/11/2016,15:00,Southampton,Stoke,1,1
21/11/2016,15:00,Swansea,Bournemouth,2,1
21/11/2016,15:00,West Brom,Arsenal,1,1
21/11/2016,12:45,Watford,Man Utd,2,1
8/11/2016,16:00,Arsenal,Spurs,1,1
8/11/2016,16:00,Liverpool,Crystal Palace,2,1
8/11/2016,13:30,Aston Villa,Man City,0,1
7/11/2016,17:30,Stoke,Chelsea,0,1
7/11/2016,15:00,Leicester,Watford,1,1
7/11/2016,15:00,Man Utd,West Brom,0,1
7/11/2016,15:00,Norwich,Swansea,0,1
7/11/2016,15:00,Sunderland,Southampton,1,1
7/11/2016,15:00,West Ham,Everton,1,1
7/11/2016,12:45,Bournemouth,Newcastle,1,1
2/11/2016,20:00,Spurs,Aston Villa,1,1
1/11/2016,16:00,Southampton,Bournemouth,0,1
1/11/2016,13:30,Everton,Sunderland,2,1
31/10/2016,15:00,Crystal Palace,Man Utd,0,1
31/10/2016,15:00,Man City,Norwich,1,1
31/10/2016,15:00,Newcastle,Stoke,0,1
31/10/2016,15:00,Swansea,Arsenal,3,1
31/10/2016,15:00,Watford,West Ham,0,1
31/10/2016,15:00,West Brom,Leicester,3,1
31/10/2016,12:45,Chelsea,Liverpool,3,1
25/10/2016,16:15,Liverpool,Southampton,1,1
25/10/2016,14:05,Bournemouth,Spurs,5,1
25/10/2016,14:05,Man Utd,Man City,0,1
25/10/2016,12:00,Sunderland,Newcastle,0,1
24/10/2016,17:30,Arsenal,Everton,1,1
24/10/2016,15:00,Aston Villa,Swansea,2,1
24/10/2016,15:00,Leicester,Crystal Palace,0,1
24/10/2016,15:00,Norwich,West Brom,1,1
24/10/2016,15:00,Stoke,Watford,2,1
24/10/2016,15:00,West Ham,Chelsea,1,1
19/10/2016,20:00,Swansea,Stoke,1,1
18/10/2016,16:00,Newcastle,Norwich,2,1
17/10/2016,17:30,Watford,Arsenal,3,1
17/10/2016,15:00,Chelsea,Aston Villa,0,1
17/10/2016,15:00,Crystal Palace,West Ham,3,1
17/10/2016,15:00,Everton,Man Utd,3,1
17/10/2016,15:00,Man City,Bournemouth,1,1
17/10/2016,15:00,Southampton,Leicester,2,1
17/10/2016,15:00,West Brom,Sunderland,0,1
17/10/2016,12:45,Spurs,Liverpool,0,1
4/10/2016,16:00,Arsenal,Man Utd,0,1
4/10/2016,16:00,Swansea,Spurs,2,1
4/10/2016,13:30,Everton,Liverpool,1,1
3/10/2016,17:30,Chelsea,Southampton,3,1
3/10/2016,15:00,Aston Villa,Stoke,1,1
3/10/2016,15:00,Bournemouth,Watford,1,1
3/10/2016,15:00,Man City,Newcastle,1,1
3/10/2016,15:00,Norwich,Leicester,2,1
3/10/2016,15:00,Sunderland,West Ham,2,1
3/10/2016,12:45,Crystal Palace,West Brom,0,1
28/9/2016,20:00,West Brom,Everton,3,1
27/9/2016,16:00,Watford,Crystal Palace,1,1
26/9/2016,17:30,Newcastle,Chelsea,2,1
26/9/2016,15:00,Leicester,Arsenal,5,1
26/9/2016,15:00,Liverpool,Aston Villa,2,1
26/9/2016,15:00,Man Utd,Sunderland,0,1
26/9/2016,15:00,Southampton,Swansea,1,1
26/9/2016,15:00,Stoke,Bournemouth,1,1
26/9/2016,15:00,West Ham,Norwich,2,1
26/9/2016,12:45,Spurs,Man City,1,1
20/9/2016,16:00,Liverpool,Norwich,1,1
20/9/2016,16:00,Southampton,Man Utd,3,1
20/9/2016,13:30,Spurs,Crystal Palace,0,1
19/9/2016,17:30,Man City,West Ham,2,1
19/9/2016,15:00,Aston Villa,West Brom,1,1
19/9/2016,15:00,Bournemouth,Sunderland,0,1
19/9/2016,15:00,Newcastle,Watford,2,1
19/9/2016,15:00,Stoke,Leicester,2,1
19/9/2016,15:00,Swansea,Everton,0,1
19/9/2016,12:45,Chelsea,Arsenal,0,1
14/9/2016,20:00,West Ham,Newcastle,0,1
13/9/2016,16:00,Leicester,Aston Villa,2,1
13/9/2016,13:30,Sunderland,Spurs,1,1
12/9/2016,17:30,Man Utd,Liverpool,1,1
12/9/2016,15:00,Arsenal,Stoke,0,1
12/9/2016,15:00,Crystal Palace,Man City,1,1
12/9/2016,15:00,Norwich,Bournemouth,1,1
12/9/2016,15:00,Watford,Swansea,0,1
12/9/2016,15:00,West Brom,Southampton,0,1
12/9/2016,12:45,Everton,Chelsea,1,1
30/8/2016,16:00,Swansea,Man Utd,1,1
30/8/2016,13:30,Southampton,Norwich,0,1
29/8/2016,17:30,Spurs,Everton,0,1
29/8/2016,15:00,Aston Villa,Sunderland,2,1
29/8/2016,15:00,Bournemouth,Leicester,1,1
29/8/2016,15:00,Chelsea,Crystal Palace,2,1
29/8/2016,15:00,Liverpool,West Ham,3,1
29/8/2016,15:00,Man City,Watford,0,1
29/8/2016,15:00,Stoke,West Brom,1,1
29/8/2016,12:45,Newcastle,Arsenal,1,1
24/8/2016,20:00,Arsenal,Liverpool,0,1
23/8/2016,16:00,Everton,Man City,2,1
23/8/2016,16:00,Watford,Southampton,0,1
23/8/2016,13:30,West Brom,Chelsea,3,1
22/8/2016,15:00,Crystal Palace,Aston Villa,1,1
22/8/2016,15:00,Leicester,Spurs,1,1
22/8/2016,15:00,Norwich,Stoke,1,1
22/8/2016,15:00,Sunderland,Swansea,1,1
22/8/2016,15:00,West Ham,Bournemouth,4,1
22/8/2016,12:45,Man Utd,Newcastle,0,1
17/8/2016,20:00,Liverpool,Bournemouth,0,1
16/8/2016,16:00,Man City,Chelsea,0,1
16/8/2016,13:30,Crystal Palace,Arsenal,2,1
15/8/2016,15:00,Sunderland,Norwich,3,1
15/8/2016,15:00,Swansea,Newcastle,0,1
15/8/2016,15:00,Spurs,Stoke,2,1
15/8/2016,15:00,Watford,West Brom,0,1
15/8/2016,15:00,West Ham,Leicester,2,1
15/8/2016,12:45,Southampton,Everton,3,1
14/8/2016,19:45,Aston Villa,Man Utd,1,1
10/8/2016,20:00,West Brom,Man City,3,1
9/8/2016,16:00,Stoke,Liverpool,1,1
9/8/2016,13:30,Arsenal,West Ham,2,1
9/8/2016,13:30,Newcastle,Southampton,2,1
8/8/2016,17:30,Chelsea,Swansea,2,1
8/8/2016,15:00,Bournemouth,Aston Villa,1,1
8/8/2016,15:00,Everton,Watford,2,1
8/8/2016,15:00,Leicester,Sunderland,2,1
8/8/2016,15:00,Norwich,Crystal Palace,3,1
8/8/2016,12:45,Man Utd,Spurs,0,1
